Request id,Pickup point,Driver id,Status,Request timestamp.1,Request timestamp.2,Drop timestamp.1,Drop timestamp.2,Day Name,Hour,Slot
4944,City,158,Trip Completed,2016/07/14,18:33:03,2016/07/14,19:04:51,Thursday,18,Evening
6037,Airport,158,Trip Completed,2016/07/15,13:03:25,2016/07/15,14:01:33,Friday,13,Afternoon
6385,Airport,158,Trip Completed,2016/07/15,19:19:47,2016/07/15,20:21:00,Friday,19,Evening
398,City,159,Trip Completed,2016/07/11,8:26:00,2016/07/11,9:32:00,Monday,8,Morning
2163,Airport,159,Trip Completed,2016/07/12,17:30:00,2016/07/12,18:07:00,Tuesday,17,Evening
3985,Airport,159,Trip Completed,2016/07/13,23:15:18,2016/07/14,0:33:31,Wednesday,23,Night
4780,City,159,Trip Completed,2016/07/14,16:29:40,2016/07/14,16:58:40,Thursday,16,Afternoon
5453,City,159,Trip Completed,2016/07/15,3:38:02,2016/07/15,4:28:09,Friday,3,Mid Night
5807,City,159,Trip Completed,2016/07/15,8:41:35,2016/07/15,9:11:58,Friday,8,Morning
6074,Airport,159,Trip Completed,2016/07/15,14:07:10,2016/07/15,14:56:19,Friday,14,Afternoon
6651,City,159,Trip Completed,2016/07/15,22:06:53,2016/07/15,22:46:22,Friday,22,Night
223,Airport,160,Trip Completed,2016/07/11,6:13:00,2016/07/11,7:05:00,Monday,6,Early Morning
680,City,160,Trip Completed,2016/07/11,13:30:00,2016/07/11,14:38:00,Monday,13,Afternoon
887,Airport,160,Trip Completed,2016/07/11,18:10:00,2016/07/11,18:47:00,Monday,18,Evening
1689,Airport,160,Trip Completed,2016/07/12,7:51:00,2016/07/12,8:32:00,Tuesday,7,Early Morning
1939,City,160,Trip Completed,2016/07/12,11:18:00,2016/07/12,11:54:00,Tuesday,11,Morning
2182,City,160,Trip Completed,2016/07/12,17:42:00,2016/07/12,18:30:00,Tuesday,17,Evening
3223,Airport,160,Trip Completed,2016/07/13,9:48:30,2016/07/13,10:31:41,Wednesday,9,Morning
3819,Airport,160,Trip Completed,2016/07/13,21:08:10,2016/07/13,21:48:44,Wednesday,21,Night
4823,Airport,160,Trip Completed,2016/07/14,17:22:20,2016/07/14,18:38:29,Thursday,17,Evening
5431,Airport,160,Trip Completed,2016/07/15,2:38:30,2016/07/15,3:23:54,Friday,2,Mid Night
6353,Airport,160,Trip Completed,2016/07/15,18:57:01,2016/07/15,19:27:57,Friday,18,Evening
163,City,161,Trip Completed,2016/07/11,5:35:00,2016/07/11,6:49:00,Monday,5,Early Morning
706,Airport,161,Trip Completed,2016/07/11,14:12:00,2016/07/11,15:27:00,Monday,14,Afternoon
1214,Airport,161,Trip Completed,2016/07/11,21:30:00,2016/07/11,21:57:00,Monday,21,Night
1399,City,161,Trip Completed,2016/07/12,2:35:00,2016/07/12,3:42:00,Tuesday,2,Mid Night
1574,Airport,161,Trip Completed,2016/07/12,6:26:00,2016/07/12,7:15:00,Tuesday,6,Early Morning
1870,City,161,Trip Completed,2016/07/12,10:01:00,2016/07/12,10:42:00,Tuesday,10,Morning
2267,Airport,161,Trip Completed,2016/07/12,18:33:00,2016/07/12,19:36:00,Tuesday,18,Evening
2658,Airport,161,Trip Completed,2016/07/12,23:18:00,2016/07/13,0:03:21,Tuesday,23,Night
3048,Airport,161,Trip Completed,2016/07/13,7:41:17,2016/07/13,8:14:19,Wednesday,7,Early Morning
3301,Airport,161,Trip Completed,2016/07/13,11:41:40,2016/07/13,12:28:38,Wednesday,11,Morning
3477,City,161,Trip Completed,2016/07/13,17:18:05,2016/07/13,18:09:59,Wednesday,17,Evening
4371,City,161,Trip Completed,2016/07/14,7:34:57,2016/07/14,8:24:33,Thursday,7,Early Morning
445,City,162,Trip Completed,2016/07/11,9:06:00,2016/07/11,10:05:00,Monday,9,Morning
1100,Airport,162,Trip Completed,2016/07/11,20:10:00,2016/07/11,20:52:00,Monday,20,Evening
1961,City,162,Trip Completed,2016/07/12,11:53:00,2016/07/12,12:27:00,Tuesday,11,Morning
3215,Airport,162,Trip Completed,2016/07/13,9:49:32,2016/07/13,10:57:30,Wednesday,9,Morning
3997,Airport,162,Trip Completed,2016/07/13,23:36:23,2016/07/14,0:22:26,Wednesday,23,Night
4385,City,162,Trip Completed,2016/07/14,7:51:59,2016/07/14,8:24:08,Thursday,7,Early Morning
4736,City,162,Trip Completed,2016/07/14,14:31:20,2016/07/14,15:50:58,Thursday,14,Afternoon
5291,Airport,162,Trip Completed,2016/07/14,21:48:06,2016/07/14,22:45:23,Thursday,21,Night
5350,City,162,Trip Completed,2016/07/14,22:52:35,2016/07/14,23:42:51,Thursday,22,Night
5768,City,162,Trip Completed,2016/07/15,8:27:01,2016/07/15,9:30:13,Friday,8,Morning
675,City,163,Trip Completed,2016/07/11,13:24:00,2016/07/11,13:55:00,Monday,13,Afternoon
1996,Airport,163,Trip Completed,2016/07/12,12:57:00,2016/07/12,14:06:00,Tuesday,12,Afternoon
2510,City,163,Trip Completed,2016/07/12,21:01:00,2016/07/12,21:50:00,Tuesday,21,Night
3969,Airport,163,Trip Completed,2016/07/13,22:58:22,2016/07/13,23:58:00,Wednesday,22,Night
4397,City,163,Trip Completed,2016/07/14,7:56:05,2016/07/14,8:57:30,Thursday,7,Early Morning
5326,City,163,Trip Completed,2016/07/14,22:09:30,2016/07/14,23:13:16,Thursday,22,Night
5987,City,163,Trip Completed,2016/07/15,11:42:14,2016/07/15,12:49:39,Friday,11,Morning
6152,Airport,163,Trip Completed,2016/07/15,16:15:34,2016/07/15,17:16:45,Friday,16,Afternoon
6317,City,163,Trip Completed,2016/07/15,18:35:57,2016/07/15,19:05:06,Friday,18,Evening
602,City,164,Trip Completed,2016/07/11,11:38:00,2016/07/11,12:57:00,Monday,11,Morning
981,City,164,Trip Completed,2016/07/11,19:01:00,2016/07/11,19:39:00,Monday,19,Evening
1317,Airport,164,Trip Completed,2016/07/11,22:57:00,2016/07/11,23:52:00,Monday,22,Night
2112,Airport,164,Trip Completed,2016/07/12,16:32:00,2016/07/12,17:03:00,Tuesday,16,Afternoon
2365,City,164,Trip Completed,2016/07/12,19:34:00,2016/07/12,20:12:00,Tuesday,19,Evening
2849,City,164,Trip Completed,2016/07/13,5:29:42,2016/07/13,6:34:27,Wednesday,5,Early Morning
4573,City,164,Trip Completed,2016/07/14,9:47:53,2016/07/14,10:47:05,Thursday,9,Morning
5095,City,164,Trip Completed,2016/07/14,19:48:45,2016/07/14,20:55:36,Thursday,19,Evening
741,Airport,165,Trip Completed,2016/07/11,15:39:00,2016/07/11,16:27:00,Monday,15,Afternoon
1873,City,165,Trip Completed,2016/07/12,9:59:00,2016/07/12,10:44:00,Tuesday,9,Morning
2134,Airport,165,Trip Completed,2016/07/12,17:14:00,2016/07/12,17:44:00,Tuesday,17,Evening
3461,Airport,165,Trip Completed,2016/07/13,17:04:19,2016/07/13,18:07:53,Wednesday,17,Evening
3711,Airport,165,Trip Completed,2016/07/13,19:47:15,2016/07/13,20:46:01,Wednesday,19,Evening
5001,Airport,165,Trip Completed,2016/07/14,18:59:05,2016/07/14,19:35:00,Thursday,18,Evening
248,City,166,Trip Completed,2016/07/11,6:38:00,2016/07/11,7:45:00,Monday,6,Early Morning
1321,Airport,166,Trip Completed,2016/07/11,23:01:00,2016/07/12,0:05:00,Monday,23,Night
1997,City,166,Trip Completed,2016/07/12,13:02:00,2016/07/12,13:57:00,Tuesday,13,Afternoon
2544,City,166,Trip Completed,2016/07/12,21:22:00,2016/07/12,21:51:00,Tuesday,21,Night
3863,City,166,Trip Completed,2016/07/13,21:44:48,2016/07/13,22:50:38,Wednesday,21,Night
4336,City,166,Trip Completed,2016/07/14,7:14:05,2016/07/14,8:34:21,Thursday,7,Early Morning
4754,City,166,Trip Completed,2016/07/14,15:24:45,2016/07/14,16:18:25,Thursday,15,Afternoon
6620,City,166,Trip Completed,2016/07/15,21:48:02,2016/07/15,22:36:08,Friday,21,Night
500,Airport,167,Trip Completed,2016/07/11,9:38:00,2016/07/11,10:12:00,Monday,9,Morning
1518,City,167,Trip Completed,2016/07/12,5:50:00,2016/07/12,6:38:00,Tuesday,5,Early Morning
3082,City,167,Trip Completed,2016/07/13,8:10:03,2016/07/13,8:50:37,Wednesday,8,Morning
3478,Airport,167,Trip Completed,2016/07/13,17:19:57,2016/07/13,17:53:56,Wednesday,17,Evening
4539,City,167,Trip Completed,2016/07/14,9:35:42,2016/07/14,10:46:02,Thursday,9,Morning
4791,City,167,Trip Completed,2016/07/14,16:43:10,2016/07/14,17:32:58,Thursday,16,Afternoon
5263,City,167,Trip Completed,2016/07/14,21:30:34,2016/07/14,21:59:26,Thursday,21,Night
1679,City,168,Trip Completed,2016/07/12,7:46:00,2016/07/12,8:24:00,Tuesday,7,Early Morning
2276,Airport,168,Trip Completed,2016/07/12,18:38:00,2016/07/12,19:46:00,Tuesday,18,Evening
2747,Airport,168,Trip Completed,2016/07/13,3:17:00,2016/07/13,3:54:54,Wednesday,3,Mid Night
3370,City,168,Trip Completed,2016/07/13,13:56:50,2016/07/13,14:56:07,Wednesday,13,Afternoon
3741,Airport,168,Trip Completed,2016/07/13,20:14:21,2016/07/13,21:21:35,Wednesday,20,Evening
4266,Airport,168,Trip Completed,2016/07/14,6:10:03,2016/07/14,6:56:04,Thursday,6,Early Morning
5596,City,168,Trip Completed,2016/07/15,6:08:33,2016/07/15,6:51:04,Friday,6,Early Morning
5961,Airport,168,Trip Completed,2016/07/15,10:55:52,2016/07/15,11:54:35,Friday,10,Morning
6418,City,168,Trip Completed,2016/07/15,19:45:28,2016/07/15,20:22:56,Friday,19,Evening
759,City,169,Trip Completed,2016/07/11,16:16:00,2016/07/11,16:47:00,Monday,16,Afternoon
2524,Airport,169,Trip Completed,2016/07/12,21:09:00,2016/07/12,21:55:00,Tuesday,21,Night
2769,Airport,169,Trip Completed,2016/07/13,4:13:56,2016/07/13,5:06:39,Wednesday,4,Early Morning
5071,Airport,169,Trip Completed,2016/07/14,19:30:33,2016/07/14,20:17:28,Thursday,19,Evening
5287,City,169,Trip Completed,2016/07/14,21:46:45,2016/07/14,22:35:39,Thursday,21,Night
33,Airport,170,Trip Completed,2016/07/11,2:17:00,2016/07/11,3:31:00,Monday,2,Mid Night
2692,City,170,Trip Completed,2016/07/13,0:42:20,2016/07/13,1:40:54,Wednesday,0,Mid Night
2835,City,170,Trip Completed,2016/07/13,5:19:47,2016/07/13,6:24:44,Wednesday,5,Early Morning
3122,Airport,170,Trip Completed,2016/07/13,8:37:13,2016/07/13,9:13:33,Wednesday,8,Morning
3465,City,170,Trip Completed,2016/07/13,17:12:20,2016/07/13,18:03:50,Wednesday,17,Evening
3857,City,170,Trip Completed,2016/07/13,21:34:05,2016/07/13,22:46:22,Wednesday,21,Night
4343,Airport,170,Trip Completed,2016/07/14,7:17:34,2016/07/14,8:07:51,Thursday,7,Early Morning
4417,City,170,Trip Completed,2016/07/14,8:13:37,2016/07/14,9:07:38,Thursday,8,Morning
5756,City,170,Trip Completed,2016/07/15,8:03:01,2016/07/15,8:51:47,Friday,8,Morning
5907,Airport,170,Trip Completed,2016/07/15,9:56:35,2016/07/15,11:04:43,Friday,9,Morning
699,Airport,171,Trip Completed,2016/07/11,14:02:00,2016/07/11,15:02:00,Monday,14,Afternoon
821,City,171,Trip Completed,2016/07/11,17:34:00,2016/07/11,17:57:00,Monday,17,Evening
2085,City,171,Trip Completed,2016/07/12,15:41:00,2016/07/12,16:27:00,Tuesday,15,Afternoon
2346,Airport,171,Trip Completed,2016/07/12,19:17:00,2016/07/12,20:04:00,Tuesday,19,Evening
2704,City,171,Trip Completed,2016/07/13,1:12:32,2016/07/13,1:58:09,Wednesday,1,Mid Night
2901,Airport,171,Trip Completed,2016/07/13,6:04:24,2016/07/13,7:17:36,Wednesday,6,Early Morning
3475,City,171,Trip Completed,2016/07/13,17:19:55,2016/07/13,17:55:50,Wednesday,17,Evening
3743,Airport,171,Trip Completed,2016/07/13,20:19:50,2016/07/13,21:10:17,Wednesday,20,Evening
5209,Airport,171,Trip Completed,2016/07/14,20:58:21,2016/07/14,21:59:37,Thursday,20,Evening
6674,Airport,171,Trip Completed,2016/07/15,22:25:32,2016/07/15,23:08:33,Friday,22,Night
714,City,172,Trip Completed,2016/07/11,14:28:00,2016/07/11,15:34:00,Monday,14,Afternoon
792,Airport,172,Trip Completed,2016/07/11,17:01:00,2016/07/11,17:44:00,Monday,17,Evening
1341,Airport,172,Trip Completed,2016/07/11,23:26:00,2016/07/12,0:06:00,Monday,23,Night
1745,City,172,Trip Completed,2016/07/12,8:22:00,2016/07/12,9:13:00,Tuesday,8,Morning
1971,City,172,Trip Completed,2016/07/12,12:08:00,2016/07/12,13:25:00,Tuesday,12,Afternoon
2632,City,172,Trip Completed,2016/07/12,22:19:00,2016/07/12,23:21:00,Tuesday,22,Night
2935,City,172,Trip Completed,2016/07/13,6:30:08,2016/07/13,7:01:42,Wednesday,6,Early Morning
3142,Airport,172,Trip Completed,2016/07/13,8:50:45,2016/07/13,9:59:05,Wednesday,8,Morning
4516,City,172,Trip Completed,2016/07/14,9:11:02,2016/07/14,9:57:19,Thursday,9,Morning
4605,Airport,172,Trip Completed,2016/07/14,10:14:36,2016/07/14,11:25:20,Thursday,10,Morning
5936,Airport,172,Trip Completed,2016/07/15,10:17:39,2016/07/15,11:04:32,Friday,10,Morning
6621,City,172,Trip Completed,2016/07/15,21:49:39,2016/07/15,22:30:22,Friday,21,Night
752,Airport,173,Trip Completed,2016/07/11,16:03:00,2016/07/11,17:08:00,Monday,16,Afternoon
1336,City,173,Trip Completed,2016/07/11,23:17:00,2016/07/11,23:52:00,Monday,23,Night
1836,Airport,173,Trip Completed,2016/07/12,9:37:00,2016/07/12,10:19:00,Tuesday,9,Morning
2447,Airport,173,Trip Completed,2016/07/12,20:24:00,2016/07/12,21:36:00,Tuesday,20,Evening
3517,Airport,173,Trip Completed,2016/07/13,17:46:30,2016/07/13,18:35:16,Wednesday,17,Evening
3831,Airport,173,Trip Completed,2016/07/13,21:16:33,2016/07/13,22:16:02,Wednesday,21,Night
4136,City,173,Trip Completed,2016/07/14,4:46:17,2016/07/14,5:21:42,Thursday,4,Early Morning
4700,Airport,173,Trip Completed,2016/07/14,13:08:15,2016/07/14,13:54:59,Thursday,13,Afternoon
5484,City,173,Trip Completed,2016/07/15,4:54:59,2016/07/15,5:47:16,Friday,4,Early Morning
5900,City,173,Trip Completed,2016/07/15,9:53:30,2016/07/15,10:44:45,Friday,9,Morning
6634,Airport,173,Trip Completed,2016/07/15,22:03:00,2016/07/15,22:44:41,Friday,22,Night
426,City,174,Trip Completed,2016/07/11,8:48:00,2016/07/11,9:53:00,Monday,8,Morning
1320,City,174,Trip Completed,2016/07/11,22:52:00,2016/07/12,0:06:00,Monday,22,Night
1588,City,174,Trip Completed,2016/07/12,6:32:00,2016/07/12,7:19:00,Tuesday,6,Early Morning
2375,Airport,174,Trip Completed,2016/07/12,19:38:00,2016/07/12,20:38:00,Tuesday,19,Evening
4411,Airport,174,Trip Completed,2016/07/14,8:09:40,2016/07/14,8:52:11,Thursday,8,Morning
4769,Airport,174,Trip Completed,2016/07/14,15:42:35,2016/07/14,16:41:05,Thursday,15,Afternoon
5149,City,174,Trip Completed,2016/07/14,20:27:10,2016/07/14,21:26:22,Thursday,20,Evening
5659,City,174,Trip Completed,2016/07/15,7:03:49,2016/07/15,8:08:48,Friday,7,Early Morning
545,City,175,Trip Completed,2016/07/11,10:06:00,2016/07/11,10:42:00,Monday,10,Morning
778,City,175,Trip Completed,2016/07/11,16:39:00,2016/07/11,17:18:00,Monday,16,Afternoon
1289,City,175,Trip Completed,2016/07/11,22:26:00,2016/07/11,22:55:00,Monday,22,Night
1654,Airport,175,Trip Completed,2016/07/12,7:23:00,2016/07/12,8:06:00,Tuesday,7,Early Morning
1945,Airport,175,Trip Completed,2016/07/12,11:33:00,2016/07/12,12:44:00,Tuesday,11,Morning
2460,City,175,Trip Completed,2016/07/12,20:29:00,2016/07/12,21:40:00,Tuesday,20,Evening
2877,Airport,175,Trip Completed,2016/07/13,5:49:52,2016/07/13,7:03:47,Wednesday,5,Early Morning
3264,City,175,Trip Completed,2016/07/13,10:21:04,2016/07/13,11:31:53,Wednesday,10,Morning
3927,City,175,Trip Completed,2016/07/13,22:22:46,2016/07/13,23:21:28,Wednesday,22,Night
5774,City,175,Trip Completed,2016/07/15,8:29:25,2016/07/15,9:22:31,Friday,8,Morning
923,City,176,Trip Completed,2016/07/11,18:26:00,2016/07/11,19:37:00,Monday,18,Evening
1439,City,176,Trip Completed,2016/07/12,4:45:00,2016/07/12,5:19:00,Tuesday,4,Early Morning
2130,City,176,Trip Completed,2016/07/12,17:04:00,2016/07/12,17:46:00,Tuesday,17,Evening
2797,City,176,Trip Completed,2016/07/13,4:53:36,2016/07/13,6:07:10,Wednesday,4,Early Morning
3135,Airport,176,Trip Completed,2016/07/13,8:48:27,2016/07/13,9:21:33,Wednesday,8,Morning
3525,Airport,176,Trip Completed,2016/07/13,17:48:26,2016/07/13,18:50:29,Wednesday,17,Evening
3925,Airport,176,Trip Completed,2016/07/13,22:26:29,2016/07/13,23:25:18,Wednesday,22,Night
4087,City,176,Trip Completed,2016/07/14,2:52:39,2016/07/14,3:57:26,Thursday,2,Mid Night
4706,City,176,Trip Completed,2016/07/14,13:14:44,2016/07/14,14:00:22,Thursday,13,Afternoon
5448,Airport,176,Trip Completed,2016/07/15,3:22:27,2016/07/15,4:27:10,Friday,3,Mid Night
5645,City,176,Trip Completed,2016/07/15,6:51:10,2016/07/15,7:35:48,Friday,6,Early Morning
5862,City,176,Trip Completed,2016/07/15,9:19:29,2016/07/15,9:56:53,Friday,9,Morning
6079,Airport,176,Trip Completed,2016/07/15,14:21:50,2016/07/15,15:07:16,Friday,14,Afternoon
6648,Airport,176,Trip Completed,2016/07/15,22:04:52,2016/07/15,23:14:39,Friday,22,Night
863,City,177,Trip Completed,2016/07/11,17:55:00,2016/07/11,18:43:00,Monday,17,Evening
1324,City,177,Trip Completed,2016/07/11,22:59:00,2016/07/12,0:05:00,Monday,22,Night
1666,City,177,Trip Completed,2016/07/12,7:37:00,2016/07/12,8:49:00,Tuesday,7,Early Morning
1797,Airport,177,Trip Completed,2016/07/12,9:15:00,2016/07/12,9:41:00,Tuesday,9,Morning
2279,Airport,177,Trip Completed,2016/07/12,18:38:00,2016/07/12,19:26:00,Tuesday,18,Evening
2997,City,177,Trip Completed,2016/07/13,7:10:45,2016/07/13,7:49:08,Wednesday,7,Early Morning
3343,Airport,177,Trip Completed,2016/07/13,12:57:34,2016/07/13,13:42:02,Wednesday,12,Afternoon
3625,Airport,177,Trip Completed,2016/07/13,18:57:24,2016/07/13,20:01:21,Wednesday,18,Evening
4310,City,177,Trip Completed,2016/07/14,6:48:51,2016/07/14,7:42:31,Thursday,6,Early Morning
4750,Airport,177,Trip Completed,2016/07/14,15:09:22,2016/07/14,16:20:37,Thursday,15,Afternoon
5185,Airport,177,Trip Completed,2016/07/14,20:35:30,2016/07/14,21:49:35,Thursday,20,Evening
5978,Airport,177,Trip Completed,2016/07/15,11:27:18,2016/07/15,12:10:16,Friday,11,Morning
6073,City,177,Trip Completed,2016/07/15,14:02:35,2016/07/15,14:50:25,Friday,14,Afternoon
455,City,178,Trip Completed,2016/07/11,9:17:00,2016/07/11,10:12:00,Monday,9,Morning
651,Airport,178,Trip Completed,2016/07/11,12:45:00,2016/07/11,13:25:00,Monday,12,Afternoon
742,City,178,Trip Completed,2016/07/11,15:38:00,2016/07/11,16:25:00,Monday,15,Afternoon
828,Airport,178,Trip Completed,2016/07/11,17:35:00,2016/07/11,18:07:00,Monday,17,Evening
1701,City,178,Trip Completed,2016/07/12,7:58:00,2016/07/12,8:47:00,Tuesday,7,Early Morning
1985,City,178,Trip Completed,2016/07/12,12:24:00,2016/07/12,13:29:00,Tuesday,12,Afternoon
2277,City,178,Trip Completed,2016/07/12,18:39:00,2016/07/12,19:34:00,Tuesday,18,Evening
3108,Airport,178,Trip Completed,2016/07/13,8:25:17,2016/07/13,9:35:25,Wednesday,8,Morning
3880,Airport,178,Trip Completed,2016/07/13,21:54:09,2016/07/13,22:35:57,Wednesday,21,Night
4252,City,178,Trip Completed,2016/07/14,6:05:14,2016/07/14,6:46:37,Thursday,6,Early Morning
4646,Airport,178,Trip Completed,2016/07/14,11:49:01,2016/07/14,12:55:56,Thursday,11,Morning
5560,Airport,178,Trip Completed,2016/07/15,5:35:45,2016/07/15,6:19:44,Friday,5,Early Morning
483,City,179,Trip Completed,2016/07/11,9:26:00,2016/07/11,10:04:00,Monday,9,Morning
628,Airport,179,Trip Completed,2016/07/11,12:19:00,2016/07/11,13:00:00,Monday,12,Afternoon
2285,City,179,Trip Completed,2016/07/12,18:34:00,2016/07/12,19:14:00,Tuesday,18,Evening
4024,Airport,179,Trip Completed,2016/07/13,0:06:34,2016/07/13,0:42:21,Wednesday,0,Mid Night
2952,City,179,Trip Completed,2016/07/13,6:39:09,2016/07/13,7:56:00,Wednesday,6,Early Morning
4631,Airport,179,Trip Completed,2016/07/14,11:16:57,2016/07/14,12:24:33,Thursday,11,Morning
5200,Airport,179,Trip Completed,2016/07/14,20:48:33,2016/07/14,21:38:17,Thursday,20,Evening
5711,City,179,Trip Completed,2016/07/15,7:40:48,2016/07/15,8:33:56,Friday,7,Early Morning
6399,Airport,179,Trip Completed,2016/07/15,19:24:48,2016/07/15,20:01:58,Friday,19,Evening
6453,City,179,Trip Completed,2016/07/15,20:06:18,2016/07/15,21:02:10,Friday,20,Evening
788,City,180,Trip Completed,2016/07/11,16:53:00,2016/07/11,17:54:00,Monday,16,Afternoon
1550,Airport,180,Trip Completed,2016/07/12,6:08:00,2016/07/12,7:14:00,Tuesday,6,Early Morning
2069,Airport,180,Trip Completed,2016/07/12,15:20:00,2016/07/12,15:55:00,Tuesday,15,Afternoon
2593,City,180,Trip Completed,2016/07/12,21:43:00,2016/07/12,22:35:00,Tuesday,21,Night
2943,City,180,Trip Completed,2016/07/13,6:41:04,2016/07/13,7:15:52,Wednesday,6,Early Morning
3649,City,180,Trip Completed,2016/07/13,19:11:32,2016/07/13,20:21:31,Wednesday,19,Evening
3942,Airport,180,Trip Completed,2016/07/13,22:36:27,2016/07/13,23:42:21,Wednesday,22,Night
5512,Airport,180,Trip Completed,2016/07/15,5:10:25,2016/07/15,5:42:24,Friday,5,Early Morning
5752,City,180,Trip Completed,2016/07/15,8:02:05,2016/07/15,9:09:26,Friday,8,Morning
6362,City,180,Trip Completed,2016/07/15,19:05:36,2016/07/15,19:49:02,Friday,19,Evening
1151,Airport,181,Trip Completed,2016/07/11,20:40:00,2016/07/11,21:38:00,Monday,20,Evening
1812,Airport,181,Trip Completed,2016/07/12,9:16:00,2016/07/12,10:09:00,Tuesday,9,Morning
1946,Airport,181,Trip Completed,2016/07/12,11:28:00,2016/07/12,12:32:00,Tuesday,11,Morning
2646,City,181,Trip Completed,2016/07/12,22:46:00,2016/07/12,23:45:00,Tuesday,22,Night
3255,Airport,181,Trip Completed,2016/07/13,10:10:00,2016/07/13,11:20:59,Wednesday,10,Morning
3431,Airport,181,Trip Completed,2016/07/13,16:03:13,2016/07/13,16:46:54,Wednesday,16,Afternoon
3634,City,181,Trip Completed,2016/07/13,19:00:49,2016/07/13,19:54:19,Wednesday,19,Evening
4592,City,181,Trip Completed,2016/07/14,10:09:16,2016/07/14,10:38:27,Thursday,10,Morning
5705,City,181,Trip Completed,2016/07/15,7:32:41,2016/07/15,8:16:15,Friday,7,Early Morning
6056,Airport,181,Trip Completed,2016/07/15,13:35:56,2016/07/15,14:02:50,Friday,13,Afternoon
325,City,182,Trip Completed,2016/07/11,7:34:00,2016/07/11,8:44:00,Monday,7,Early Morning
1015,City,182,Trip Completed,2016/07/11,19:15:00,2016/07/11,20:11:00,Monday,19,Evening
1308,City,182,Trip Completed,2016/07/11,22:41:00,2016/07/11,23:54:00,Monday,22,Night
1667,City,182,Trip Completed,2016/07/12,7:42:00,2016/07/12,8:03:00,Tuesday,7,Early Morning
2436,Airport,182,Trip Completed,2016/07/12,20:15:00,2016/07/12,20:46:00,Tuesday,20,Evening
2865,City,182,Trip Completed,2016/07/13,5:42:33,2016/07/13,6:25:57,Wednesday,5,Early Morning
3397,City,182,Trip Completed,2016/07/13,15:00:02,2016/07/13,15:58:30,Wednesday,15,Afternoon
4040,Airport,182,Trip Completed,2016/07/14,0:38:21,2016/07/14,1:50:05,Thursday,0,Mid Night
4094,City,182,Trip Completed,2016/07/14,3:09:17,2016/07/14,3:44:55,Thursday,3,Mid Night
4568,Airport,182,Trip Completed,2016/07/14,9:50:59,2016/07/14,10:22:31,Thursday,9,Morning
5105,City,182,Trip Completed,2016/07/14,19:59:57,2016/07/14,20:37:28,Thursday,19,Evening
573,Airport,183,Trip Completed,2016/07/11,10:57:00,2016/07/11,11:30:00,Monday,10,Morning
789,City,183,Trip Completed,2016/07/11,16:54:00,2016/07/11,17:36:00,Monday,16,Afternoon
1525,City,183,Trip Completed,2016/07/12,5:48:00,2016/07/12,6:46:00,Tuesday,5,Early Morning
2786,Airport,183,Trip Completed,2016/07/13,4:54:15,2016/07/13,5:34:02,Wednesday,4,Early Morning
3143,Airport,183,Trip Completed,2016/07/13,8:52:45,2016/07/13,9:57:50,Wednesday,8,Morning
3917,City,183,Trip Completed,2016/07/13,22:15:07,2016/07/13,23:23:04,Wednesday,22,Night
4375,City,183,Trip Completed,2016/07/14,7:38:26,2016/07/14,8:42:05,Thursday,7,Early Morning
6345,City,183,Trip Completed,2016/07/15,18:44:57,2016/07/15,19:57:43,Friday,18,Evening
169,City,184,Trip Completed,2016/07/11,5:45:00,2016/07/11,6:48:00,Monday,5,Early Morning
537,City,184,Trip Completed,2016/07/11,10:05:00,2016/07/11,10:57:00,Monday,10,Morning
682,City,184,Trip Completed,2016/07/11,13:32:00,2016/07/11,14:19:00,Monday,13,Afternoon
1384,City,184,Trip Completed,2016/07/12,1:15:00,2016/07/12,2:18:00,Tuesday,1,Mid Night
2167,Airport,184,Trip Completed,2016/07/12,17:30:00,2016/07/12,18:30:00,Tuesday,17,Evening
2295,City,184,Trip Completed,2016/07/12,18:48:00,2016/07/12,19:12:00,Tuesday,18,Evening
3109,City,184,Trip Completed,2016/07/13,8:22:49,2016/07/13,9:18:31,Wednesday,8,Morning
3293,City,184,Trip Completed,2016/07/13,11:18:02,2016/07/13,11:52:17,Wednesday,11,Morning
3444,City,184,Trip Completed,2016/07/13,16:33:05,2016/07/13,17:49:15,Wednesday,16,Afternoon
3660,Airport,184,Trip Completed,2016/07/13,19:22:51,2016/07/13,19:51:44,Wednesday,19,Evening
4693,City,184,Trip Completed,2016/07/14,13:01:23,2016/07/14,14:10:11,Thursday,13,Afternoon
5214,Airport,184,Trip Completed,2016/07/14,20:59:09,2016/07/14,21:48:04,Thursday,20,Evening
5570,City,184,Trip Completed,2016/07/15,5:53:21,2016/07/15,6:17:39,Friday,5,Early Morning
6003,Airport,184,Trip Completed,2016/07/15,12:09:01,2016/07/15,12:57:34,Friday,12,Afternoon
6663,Airport,184,Trip Completed,2016/07/15,22:22:03,2016/07/15,23:03:25,Friday,22,Night
616,Airport,185,Trip Completed,2016/07/11,12:05:00,2016/07/11,12:48:00,Monday,12,Afternoon
1056,City,185,Trip Completed,2016/07/11,19:49:00,2016/07/11,20:28:00,Monday,19,Evening
1903,City,185,Trip Completed,2016/07/12,10:36:00,2016/07/12,11:32:00,Tuesday,10,Morning
2643,City,185,Trip Completed,2016/07/12,22:37:00,2016/07/12,23:34:00,Tuesday,22,Night
3291,City,185,Trip Completed,2016/07/13,11:10:05,2016/07/13,12:31:07,Wednesday,11,Morning
